"","FIPS","GISJOIN2","OUT10","REP10","Pop10","Wage2010","Wage2011","Wage2012","Wage2013","Wage2014","Wage2015","CBSA10","CBSAName","PEA10","BEA2004","TPMetro","TPMicro","TPcombined"
"48057",48057,"G4800570",544,212,21381,50878,53775,55978,57270,60139,61273,38920,"Port Lavaca, TX",160,75,2723,NA,2723
"48059",48059,"G4800590",545,213,13544,31353,31562,34488,36035,36977,37452,10180,"Abilene, TX",288,2,2709,NA,2709
"48061",48061,"G4800610",542,210,406220,29408,29914,30231,30277,31060,31672,15180,"Brownsville-Harlingen, TX",47,104,2519,NA,2519
"48063",48063,"G4800630",546,214,12401,29901,31034,33036,34675,35949,37867,NA,NA,144,42,NA,2713,2713
"48065",48065,"G4800650",531,201,6182,70229,72166,74214,75584,77783,76055,11100,"Amarillo, TX",334,7,2676,NA,2676
"48067",48067,"G4800670",546,214,30464,33339,34269,33939,33995,35901,35124,NA,NA,181,165,NA,NA,NA
"48069",48069,"G4800690",395,179,8062,29159,30420,31631,31958,34266,35640,NA,NA,400,7,NA,NA,NA
"48071",48071,"G4800710",538,203,35096,46757,48117,50985,56360,54642,56745,26420,"Houston-The Woodlands-Sugar Land, TX",10,75,2589,NA,2589
"48073",48073,"G4800730",547,215,50845,30463,30286,31625,32309,33403,33916,27380,"Jacksonville, TX",314,42,NA,2525,2525
"48075",48075,"G4800750",548,216,7041,27582,28234,29074,30798,32486,35464,NA,NA,334,178,NA,NA,NA
"48077",48077,"G4800770",530,200,10752,30281,31680,32164,32324,38104,35249,48660,"Wichita Falls, TX",306,178,2731,NA,2731
"48079",48079,"G4800790",549,217,3127,32397,34764,34371,36921,37692,37531,NA,NA,331,99,NA,NA,NA
"48081",48081,"G4800810",550,218,3320,28515,26509,26813,29088,31501,33638,NA,NA,408,143,NA,NA,NA
"48083",48083,"G4800830",543,211,8895,26684,27448,27980,28175,29252,29682,NA,NA,272,42,NA,NA,NA
"48085",48085,"G4800850",551,215,782341,53428,54855,58128,58045,59795,61631,19100,"Dallas-Fort Worth-Arlington, TX",8,42,2545,NA,2545
"48087",48087,"G4800870",552,219,3057,29273,31304,35026,37271,38060,37667,NA,NA,334,178,NA,NA,NA
"48089",48089,"G4800890",533,203,20874,34148,34622,37115,37702,39153,39749,NA,NA,160,75,NA,NA,NA
"48091",48091,"G4800910",532,202,108472,34916,35276,36437,37831,39032,40995,41700,"San Antonio-New Braunfels, TX",28,144,2503,NA,2503
"48093",48093,"G4800930",553,220,13974,29170,29597,29811,29716,31337,31548,NA,NA,272,42,NA,NA,NA
"48095",48095,"G4800950",550,218,4087,30195,31790,33559,34051,34972,36775,NA,NA,402,143,NA,NA,NA
"48097",48097,"G4800970",463,187,38437,39161,42083,44466,44684,46981,44799,23620,"Gainesville, TX",337,42,NA,2537,2537
"48099",48099,"G4800990",535,205,75388,33481,34790,33779,32189,32305,35667,28660,"Killeen-Temple, TX",94,87,2502,NA,2502
"48101",48101,"G4801010",554,221,1505,31256,32482,34371,34404,38866,32522,NA,NA,334,178,NA,NA,NA
"48103",48103,"G4801030",527,197,4375,51935,57686,63836,64557,66564,58340,NA,NA,343,107,NA,NA,NA
"48105",48105,"G4801050",550,218,3719,30637,33311,34224,36561,41230,42961,NA,NA,343,143,NA,NA,NA
"48107",48107,"G4801070",549,217,6059,34389,36221,31352,33793,34934,34366,31180,"Lubbock, TX",401,99,2640,NA,2640
"48109",48109,"G4801090",540,208,2398,27492,28640,30577,30965,31582,37514,NA,NA,411,51,NA,NA,NA
"48111",48111,"G4801110",555,222,6703,36533,38165,39530,40181,41674,41767,NA,NA,376,7,2676,NA,2676
"48113",48113,"G4801130",551,215,2368139,56212,58013,59549,60177,62102,63735,19100,"Dallas-Fort Worth-Arlington, TX",8,42,2545,NA,2545
"48115",48115,"G4801150",536,206,13833,30992,33062,35104,38779,38939,37161,29500,"Lamesa, TX",363,99,NA,2546,2546
"48117",48117,"G4801170",395,179,19372,33428,34704,35539,36483,37669,40657,25820,"Hereford, TX",376,7,NA,2547,2547
"48119",48119,"G4801190",556,223,5231,22980,24931,20149,19665,19881,20645,NA,NA,144,42,2545,NA,2545
"48121",48121,"G4801210",463,187,662614,40334,41786,43374,44234,46164,47176,19100,"Dallas-Fort Worth-Arlington, TX",8,42,2545,NA,2545
"48123",48123,"G4801230",544,212,20097,31780,33770,37041,39087,43760,42724,NA,NA,160,75,NA,NA,NA
"48125",48125,"G4801250",557,221,2444,29928,31428,30330,29819,31824,32485,NA,NA,401,99,NA,NA,NA
"48127",48127,"G4801270",558,224,9996,36093,42758,44736,46282,52111,50927,NA,NA,201,144,NA,NA,NA
"48129",48129,"G4801290",548,216,3677,24964,24823,25227,34980,27395,29065,NA,NA,334,7,NA,NA,NA
"48131",48131,"G4801310",542,210,11782,35961,39330,42768,45382,47055,40426,NA,NA,329,41,NA,NA,NA
"48133",48133,"G4801330",553,220,18583,30582,35978,38466,40861,43864,43610,NA,NA,272,42,NA,NA,NA
"48135",48135,"G4801350",527,197,137130,43928,48570,52414,54543,57851,54924,36220,"Odessa, TX",220,107,2556,NA,2556
"48137",48137,"G4801370",558,224,2002,30305,32250,33513,33790,33288,32472,NA,NA,381,144,NA,NA,NA
"48139",48139,"G4801390",551,215,149610,35598,36668,37923,37882,40182,40844,19100,"Dallas-Fort Worth-Arlington, TX",8,42,2545,NA,2545
"48141",48141,"G4801410",397,181,800647,33362,34044,34757,34761,35779,36498,21340,"El Paso, TX",73,51,2559,NA,2559
"48143",48143,"G4801430",553,220,37890,28360,28842,30172,30707,31895,32953,44500,"Stephenville, TX",272,42,NA,2560,2560
"48145",48145,"G4801450",537,205,17866,30190,30631,30979,32104,33817,34589,47380,"Waco, TX",94,87,NA,NA,NA
"48147",48147,"G4801470",460,184,33915,32917,33546,34496,35488,36546,37169,NA,NA,144,42,NA,2562,2562
"48149",48149,"G4801490",533,203,24554,34511,36279,37941,38338,39518,38611,NA,NA,160,75,NA,NA,NA
"48151",48151,"G4801510",536,206,3974,30706,31863,33462,35344,36554,37001,NA,NA,390,2,NA,NA,NA
"48153",48153,"G4801530",541,209,6446,30282,32415,34064,33836,34736,33407,NA,NA,401,99,NA,NA,NA
"48155",48155,"G4801550",559,225,1336,22400,23337,24256,25742,24019,25968,NA,NA,365,178,NA,NA,NA
"48157",48157,"G4801570",538,203,585375,47085,48577,50248,51614,51766,51364,26420,"Houston-The Woodlands-Sugar Land, TX",10,75,2589,NA,2589
"48159",48159,"G4801590",546,214,10605,32543,33053,33175,33215,34816,37106,NA,NA,144,42,NA,NA,NA
"48161",48161,"G4801610",526,196,19816,36708,39269,41635,42457,46334,47148,NA,NA,133,87,NA,NA,NA
"48163",48163,"G4801630",560,226,17217,29277,32148,43298,44048,51045,48283,NA,NA,201,144,NA,NA,NA
"48165",48165,"G4801650",398,182,17526,37541,41950,43960,45431,47795,48063,NA,NA,259,99,NA,NA,NA
"48167",48167,"G4801670",538,203,291309,43131,43629,44038,43830,45175,46059,26420,"Houston-The Woodlands-Sugar Land, TX",10,75,2589,NA,2589
"48169",48169,"G4801690",549,217,6461,34892,35770,37201,37708,39425,38006,NA,NA,401,99,NA,NA,NA
"48171",48171,"G4801710",561,227,24837,29996,30853,31611,32249,33714,35259,23240,"Fredericksburg, TX",201,144,NA,2574,2574
"48173",48173,"G4801730",562,197,1226,29043,31843,33487,31953,36639,44591,13700,"Big Spring, TX",363,107,NA,NA,NA
"48175",48175,"G4801750",544,212,7210,29590,32043,34075,37804,39498,36107,47020,"Victoria, TX",160,75,2723,NA,2723
"48177",48177,"G4801770",544,212,19807,31783,31852,33937,35266,38627,39032,NA,NA,352,144,NA,NA,NA
"48179",48179,"G4801790",552,219,22535,42660,43848,45666,46623,48118,47363,37420,"Pampa, TX",334,7,NA,2578,2578
"48181",48181,"G4801810",460,184,120877,36959,38122,39038,40073,39748,40439,43300,"Sherman-Denison, TX",8,42,2579,NA,2579
"48183",48183,"G4801830",546,214,121730,40786,43479,45007,44874,45881,45179,30980,"Longview, TX",152,42,2580,NA,2580
"48185",48185,"G4801850",539,207,26604,38872,42988,45936,44893,48515,46798,NA,NA,249,75,NA,NA,NA
"48187",48187,"G4801870",532,202,131533,35080,36542,37706,38225,39659,40641,41700,"San Antonio-New Braunfels, TX",28,144,2503,NA,2503
"48189",48189,"G4801890",541,209,36273,30996,31789,32287,33248,33632,34340,38380,"Plainview, TX",331,99,NA,2583,2583
"48191",48191,"G4801910",548,216,3353,25903,26813,27925,30830,32897,32413,NA,NA,334,178,NA,NA,NA
"48193",48193,"G4801930",553,220,8517,30477,30691,31324,31894,32638,33179,NA,NA,272,42,NA,NA,NA
"48195",48195,"G4801950",531,201,5613,38304,40777,47137,48838,54507,52705,NA,NA,334,7,NA,NA,NA
"48197",48197,"G4801970",559,225,4139,29344,29814,31209,32021,32818,33698,NA,NA,365,178,NA,NA,NA
"48199",48199,"G4801990",563,228,54635,33493,35306,37863,39101,39856,40239,13140,"Beaumont-Port Arthur, TX",135,16,2611,NA,2611
"48201",48201,"G4802010",538,203,4092459,59185,62019,64823,65368,68102,69027,26420,"Houston-The Woodlands-Sugar Land, TX",10,75,2589,NA,2589
"48203",48203,"G4802030",546,214,65631,40207,43451,45614,50170,49579,48422,32220,"Marshall, TX",152,42,NA,2590,2590
"48205",48205,"G4802050",555,222,6062,32061,33140,34374,35471,36016,37391,NA,NA,376,7,2676,NA,2676
"48207",48207,"G4802070",545,213,5899,30248,30599,29582,31226,32550,33006,NA,NA,409,2,NA,NA,NA
"48209",48209,"G4802090",534,204,157107,32254,32770,34157,34706,36350,37522,12420,"Austin-Round Rock, TX",35,13,2715,NA,2715
"48211",48211,"G4802110",552,219,3807,42814,47523,49980,51453,55343,56525,NA,NA,334,7,NA,NA,NA
"48213",48213,"G4802130",547,215,78532,30532,30915,31645,32081,33281,33764,11980,"Athens, TX",275,42,NA,2595,2595
"48215",48215,"G4802150",542,210,774769,29767,30244,30633,31013,31996,32599,32580,"McAllen-Edinburg-Mission, TX",47,104,2596,NA,2596
"48217",48217,"G4802170",537,205,35089,29296,30777,31091,35713,38048,38542,NA,NA,272,42,NA,NA,NA
"48219",48219,"G4802190",549,217,22935,37138,42363,46248,47756,51587,47548,30220,"Levelland, TX",331,99,NA,2598,2598
"48221",48221,"G4802210",564,229,51182,33236,34633,39720,42042,44410,42757,19100,"Dallas-Fort Worth-Arlington, TX",8,42,NA,2599,2599
"48223",48223,"G4802230",556,223,35161,33710,34738,35633,36542,37041,36397,44860,"Sulphur Springs, TX",144,42,NA,2600,2600
"48225",48225,"G4802250",528,198,23732,37434,38996,40785,43429,47666,48290,NA,NA,133,75,NA,NA,NA
"48227",48227,"G4802270",562,197,35012,37932,39923,41609,43149,44278,45276,13700,"Big Spring, TX",363,107,NA,2602,2602
"48229",48229,"G4802290",397,181,3476,44523,48362,50969,51539,52261,54934,21340,"El Paso, TX",411,51,NA,NA,NA
"48231",48231,"G4802310",556,223,86129,40699,42101,43271,44015,43888,47205,19100,"Dallas-Fort Worth-Arlington, TX",144,42,2545,NA,2545
"48233",48233,"G4802330",531,201,22150,50310,50748,54122,54269,59542,59111,14420,"Borger, TX",334,7,NA,2605,2605
"48235",48235,"G4802350",550,218,1599,48992,46038,51724,62444,67113,58017,41660,"San Angelo, TX",320,143,2714,NA,2714
"48237",48237,"G4802370",554,230,9044,43089,43599,45367,49415,55101,51872,NA,NA,337,42,NA,NA,NA
"48239",48239,"G4802390",544,212,14075,34211,36504,38501,39189,40721,41490,NA,NA,160,75,2723,NA,2723
"48241",48241,"G4802410",563,228,35710,33729,34940,37102,36097,38128,37262,NA,NA,135,16,2611,NA,2611
"48243",48243,"G4802430",540,208,2342,29478,30042,30047,29852,30234,31328,NA,NA,343,107,NA,NA,NA
"48245",48245,"G4802450",563,228,252273,45754,47812,49679,49644,52350,54700,13140,"Beaumont-Port Arthur, TX",135,16,2611,NA,2611
"48247",48247,"G4802470",560,226,5300,32832,35840,37465,38008,43095,37556,NA,NA,221,41,NA,NA,NA
"48249",48249,"G4802490",542,210,40838,38362,43806,47688,47497,49830,44234,10860,"Alice, TX",329,41,NA,2613,2613
"48251",48251,"G4802510",564,229,150934,36005,37608,38699,38932,41633,40910,19100,"Dallas-Fort Worth-Arlington, TX",8,42,2545,NA,2545
"48253",48253,"G4802530",545,213,20202,29868,31358,34189,37211,39760,37599,10180,"Abilene, TX",288,2,2709,NA,2709
"48255",48255,"G4802550",529,199,14824,30576,33706,37288,40511,46750,51765,NA,NA,352,144,NA,NA,NA
"48257",48257,"G4802570",551,215,103350,34828,35952,36193,37047,37906,38982,19100,"Dallas-Fort Worth-Arlington, TX",8,42,2545,NA,2545
"48259",48259,"G4802590",532,202,33410,39153,38627,41523,40697,43171,46017,41700,"San Antonio-New Braunfels, TX",201,144,2503,NA,2503
"48261",48261,"G4802610",542,210,416,50059,56812,63593,54865,60244,53223,28780,"Kingsville, TX",329,41,NA,2625,2625
"48263",48263,"G4802630",565,221,808,27170,29121,30679,31674,34085,35970,NA,NA,401,2,NA,NA,NA
"48265",48265,"G4802650",561,227,49625,34644,35074,35833,36225,37595,39309,28500,"Kerrville, TX",201,144,NA,2621,2621
"48267",48267,"G4802670",561,227,4607,25729,37165,38598,36490,36290,33184,NA,NA,402,144,NA,NA,NA
"48269",48269,"G4802690",554,221,286,42294,54228,53390,65864,60892,66704,NA,NA,409,178,NA,NA,NA
"48271",48271,"G4802710",566,231,3598,36571,38146,41429,41171,41976,43759,NA,NA,381,144,NA,NA,NA
"48273",48273,"G4802730",542,210,32061,33423,35236,35264,35068,36468,36324,28780,"Kingsville, TX",329,41,NA,2625,2625
"48275",48275,"G4802750",545,213,3719,33781,36936,39010,41009,47595,41025,NA,NA,409,2,NA,NA,NA
"48277",48277,"G4802770",556,223,49793,34301,35542,37169,38727,39486,40700,37580,"Paris, TX",144,42,NA,2627,2627
"48279",48279,"G4802790",395,179,13977,30475,32072,33009,34473,34467,36653,NA,NA,331,99,NA,NA,NA
"48281",48281,"G4802810",535,205,19677,29572,29806,30450,30406,31385,31922,28660,"Killeen-Temple, TX",399,87,2502,NA,2502
"48283",48283,"G4802830",560,226,6886,42757,50310,53024,59201,61469,60129,NA,NA,201,144,NA,NA,NA
"48285",48285,"G4802850",544,212,19263,29964,31909,34112,34518,36250,36309,NA,NA,160,75,NA,NA,NA
"48287",48287,"G4802870",534,204,16612,38871,41811,45383,44870,47705,46095,NA,NA,313,13,NA,NA,NA
"48289",48289,"G4802890",526,196,16801,38114,41885,43913,45991,49696,46956,NA,NA,133,75,NA,NA,NA
"48291",48291,"G4802910",538,203,75643,34621,36838,38845,39869,41971,40077,26420,"Houston-The Woodlands-Sugar Land, TX",10,75,2589,NA,2589
"48293",48293,"G4802930",526,196,23384,29611,31735,34343,35047,37289,38165,NA,NA,133,87,NA,NA,NA
"48295",48295,"G4802950",552,219,3302,31928,36394,38341,41157,43220,42151,NA,NA,334,7,NA,NA,NA
"48297",48297,"G4802970",529,199,11531,35703,38719,44104,42009,43483,50002,NA,NA,329,41,NA,NA,NA
"48299",48299,"G4802990",534,204,19301,31776,31014,31651,31795,32928,34258,NA,NA,358,13,NA,NA,NA
"48301",48301,"G4803010",527,197,82,37816,34830,38532,0,38190,42416,NA,NA,343,107,NA,NA,NA
"48303",48303,"G4803030",549,217,278831,35346,35866,37429,38020,39575,40684,31180,"Lubbock, TX",217,99,2640,NA,2640
"48305",48305,"G4803050",549,217,5915,30197,30410,33489,33752,35337,36594,31180,"Lubbock, TX",331,99,NA,NA,NA
"48307",48307,"G4803070",567,232,8283,32429,39389,39284,41088,40790,38540,NA,NA,402,42,NA,NA,NA
"48309",48309,"G4803090",537,205,234906,38107,38665,39772,39937,40953,42325,47380,"Waco, TX",94,87,2643,NA,2643
"48311",48311,"G4803110",532,202,707,34018,42102,45168,47778,53283,54559,NA,NA,329,41,NA,NA,NA
"48313",48313,"G4803130",539,207,13664,29295,30174,31610,32558,33993,35994,NA,NA,133,75,NA,NA,NA
"48315",48315,"G4803150",546,214,10546,28025,27469,27626,28717,29493,29595,NA,NA,181,42,NA,NA,NA
"48317",48317,"G4803170",562,197,4799,37196,39402,41325,44186,48492,48062,33260,"Midland, TX",363,107,NA,NA,NA
"48319",48319,"G4803190",567,232,4012,26266,26633,27860,30185,30720,30252,NA,NA,402,13,NA,NA,NA
"48321",48321,"G4803210",538,203,36702,44644,45764,46216,45527,48388,52131,13060,"Bay City, TX",160,75,NA,2649,2649
"48323",48323,"G4803230",558,224,54258,27973,28700,29319,29725,31289,31388,20580,"Eagle Pass, TX",201,144,NA,2650,2650
"48325",48325,"G4803250",532,202,46006,28509,29534,31704,32710,34484,34471,41700,"San Antonio-New Braunfels, TX",201,144,2503,NA,2503
"48327",48327,"G4803270",561,227,2242,23897,24148,26210,24509,26164,26200,NA,NA,402,143,NA,NA,NA
"48329",48329,"G4803290",562,197,136872,52017,55723,60537,62460,68568,65029,33260,"Midland, TX",220,107,2653,NA,2653
"48331",48331,"G4803310",535,205,24757,39118,40073,42629,44135,45158,46899,NA,NA,35,13,NA,NA,NA
"48333",48333,"G4803330",543,211,4936,26832,27015,28094,29276,30755,32581,NA,NA,272,42,NA,NA,NA
"48335",48335,"G4803350",536,206,9403,33183,38417,39724,38581,40742,41450,NA,NA,390,2,NA,NA,NA
"48337",48337,"G4803370",463,187,19719,31529,32903,34141,38129,40695,39698,NA,NA,337,42,NA,NA,NA
"48339",48339,"G4803390",538,203,455746,43081,45477,48025,49720,51703,52443,26420,"Houston-The Woodlands-Sugar Land, TX",10,75,2589,NA,2589
"48341",48341,"G4803410",555,222,21904,34917,36633,38331,39422,42107,43719,20300,"Dumas, TX",376,7,NA,2659,2659
"48343",48343,"G4803430",546,214,12934,44675,49036,50253,48651,48005,43494,NA,NA,181,42,NA,2713,2713
"48345",48345,"G4803450",557,221,1210,25035,25645,26032,26581,25310,26566,NA,NA,401,99,NA,NA,NA
"48347",48347,"G4803470",528,198,64524,32013,32813,33337,33592,34899,35909,34860,"Nacogdoches, TX",133,75,NA,2662,2662
"48349",48349,"G4803490",551,215,47735,31443,32786,33651,34630,34941,36101,18620,"Corsicana, TX",275,42,NA,2663,2663
"48351",48351,"G4803510",563,228,14445,28125,28737,28357,29455,28701,28725,13140,"Beaumont-Port Arthur, TX",135,16,2611,NA,2611
"48353",48353,"G4803530",536,206,15216,32346,34018,36552,37439,39246,40265,45020,"Sweetwater, TX",390,2,NA,2665,2665
"48355",48355,"G4803550",529,199,340223,39143,40653,43037,43414,45536,45818,18580,"Corpus Christi, TX",132,41,2666,NA,2666
"48357",48357,"G4803570",552,219,10223,40012,44148,47209,49793,54114,51039,NA,NA,334,7,NA,NA,NA
"48359",48359,"G4803590",531,201,2052,29974,34245,43320,38151,41931,44662,11100,"Amarillo, TX",376,7,2676,NA,2676
"48361",48361,"G4803610",563,228,81837,41573,43330,45223,45719,47716,48782,13140,"Beaumont-Port Arthur, TX",135,16,2611,NA,2611
"48363",48363,"G4803630",564,229,28111,38085,39291,39580,39600,42171,41488,33420,"Mineral Wells, TX",337,42,NA,2670,2670
"48365",48365,"G4803650",568,233,23796,39883,41315,44227,45003,46601,43779,NA,NA,314,42,NA,NA,NA
"48367",48367,"G4803670",564,229,116927,35185,39522,39488,41177,43529,43581,19100,"Dallas-Fort Worth-Arlington, TX",8,42,2545,NA,2545
"48369",48369,"G4803690",395,179,10269,30945,32989,33572,37286,36678,38434,NA,NA,400,7,NA,NA,NA
"48371",48371,"G4803710",569,234,15507,41866,43252,44296,42528,45973,44208,NA,NA,343,107,NA,NA,NA
"48373",48373,"G4803730",563,228,45413,32520,33467,34040,35074,35598,36963,NA,NA,133,75,NA,NA,NA
"48375",48375,"G4803750",531,201,121073,39882,39941,41057,39910,40936,42105,11100,"Amarillo, TX",235,7,2676,NA,2676
"48377",48377,"G4803770",540,208,7818,34081,35578,37823,38152,36821,37624,NA,NA,343,107,NA,NA,NA
"48379",48379,"G4803790",556,223,10914,27169,27371,27660,27459,28407,29400,NA,NA,144,42,2545,NA,2545
"48381",48381,"G4803810",531,201,120725,31867,32197,33765,38800,39710,41216,11100,"Amarillo, TX",235,7,2676,NA,2676
"48383",48383,"G4803830",562,197,3367,44610,49171,52887,53523,56780,55121,NA,NA,343,107,NA,NA,NA
"48385",48385,"G4803850",558,224,3309,23684,22902,23319,24350,24693,26100,NA,NA,201,144,NA,NA,NA
"48387",48387,"G4803870",556,223,12860,28462,28187,29538,29668,30349,31477,NA,NA,144,42,NA,NA,NA
"48389",48389,"G4803890",527,197,13783,34032,34434,35572,37563,40330,40391,37780,"Pecos, TX",343,107,NA,2683,2683
"48391",48391,"G4803910",529,199,7383,33965,39373,40627,40837,42073,40779,NA,NA,132,41,NA,NA,NA
"48393",48393,"G4803930",552,219,929,28909,30525,31833,36968,35822,36391,NA,NA,334,7,NA,2578,2578
"48395",48395,"G4803950",539,207,16622,36011,38488,39956,40878,41970,43160,17780,"College Station-Bryan, TX",133,75,2509,NA,2509
"48397",48397,"G4803970",551,215,78337,34117,35258,36210,36584,38750,40199,19100,"Dallas-Fort Worth-Arlington, TX",8,42,2545,NA,2545
"48399",48399,"G4803990",550,218,10501,29347,30411,31288,32235,35321,34988,NA,NA,408,143,NA,NA,NA
"48401",48401,"G4804010",546,214,53330,40534,41949,43950,42196,45522,43199,30980,"Longview, TX",314,42,2580,NA,2580
"48403",48403,"G4804030",568,233,10834,41878,43226,54259,33106,33389,35003,NA,NA,133,75,NA,NA,NA
"48405",48405,"G4804050",568,233,8865,30313,31346,31763,31710,33654,35468,NA,NA,133,75,NA,NA,NA
"48407",48407,"G4804070",538,203,26384,29212,30388,32453,31615,32611,33205,NA,NA,133,75,2589,NA,2589
"48409",48409,"G4804090",529,199,64804,39128,40907,42304,42841,43865,44684,18580,"Corpus Christi, TX",132,41,2666,NA,2666
"48411",48411,"G4804110",543,211,6131,27621,28979,28474,28141,29270,31317,NA,NA,399,42,NA,NA,NA
"48413",48413,"G4804130",550,218,3461,35389,40694,40147,42309,44538,43405,NA,NA,320,143,NA,NA,NA
"48415",48415,"G4804150",536,206,16921,40796,46581,50462,54341,58456,51424,43660,"Snyder, TX",390,2,NA,2696,2696
"48417",48417,"G4804170",545,213,3378,36028,43618,52083,56933,57998,49562,NA,NA,409,2,NA,NA,NA
"48419",48419,"G4804190",568,233,25448,31260,31434,33610,32797,35894,36118,NA,NA,133,75,NA,NA,NA
"48421",48421,"G4804210",555,222,3034,32002,33680,33929,36886,37309,39254,NA,NA,376,119,NA,NA,NA
"48423",48423,"G4804230",547,215,209714,39614,40335,41283,41243,42677,43090,46340,"Tyler, TX",152,42,2700,NA,2700
"48425",48425,"G4804250",564,229,8490,57264,54507,56878,53455,58970,59497,19100,"Dallas-Fort Worth-Arlington, TX",272,42,NA,2599,2599
"48427",48427,"G4804270",542,210,60968,26045,27003,26905,27412,28444,29317,40100,"Rio Grande City, TX",47,104,NA,2702,2702
"48429",48429,"G4804290",570,230,9630,33906,36254,37711,38430,39958,36953,NA,NA,365,42,NA,NA,NA
"48431",48431,"G4804310",550,218,1143,38312,40208,41961,42313,42264,43823,NA,NA,408,143,NA,NA,NA
"48433",48433,"G4804330",565,221,1490,29274,31338,32511,34652,34857,33059,NA,NA,409,2,NA,NA,NA
"48435",48435,"G4804350",550,218,4128,58354,101401,63555,65784,80971,68304,NA,NA,320,143,NA,NA,NA
