"","FIPS","GISJOIN2","OUT10","REP10","Pop10","Wage2010","Wage2011","Wage2012","Wage2013","Wage2014","Wage2015","CBSA10","CBSAName","PEA10","BEA2004","TPMetro","TPMicro","TPcombined"
"37119",37119,"G3701190",424,633,919628,54444,56086,57597,58362,59952,62388,16740,"Charlotte-Concord-Gastonia, NC-SC",43,31,1915,NA,1915
"37121",37121,"G3701210",418,627,15579,30354,31131,30894,30695,31925,32621,NA,NA,349,10,NA,NA,NA
"37123",37123,"G3701230",417,626,27798,30317,30682,31134,31761,32633,33553,NA,NA,291,66,NA,NA,NA
"37125",37125,"G3701250",417,626,88247,34286,34577,35220,35278,35959,37029,38240,"Pinehurst-Southern Pines, NC",291,133,NA,1918,1918
"37127",37127,"G3701270",430,638,95840,34180,35064,35836,34562,36843,38547,40580,"Rocky Mount, NC",109,133,1919,NA,1919
"37129",37129,"G3701290",422,631,202667,38604,39472,39148,39533,40388,41471,48900,"Wilmington, NC",146,115,1920,NA,1920
"37131",37131,"G3701310",430,638,22099,29313,29433,30664,30727,32418,34051,40260,"Roanoke Rapids, NC",109,133,NA,1897,1897
"37133",37133,"G3701330",426,634,177772,30126,30938,31153,31612,31873,32521,27340,"Jacksonville, NC",169,67,1922,NA,1922
"37135",37135,"G3701350",427,635,133801,47103,47756,49245,50153,50654,52178,20500,"Durham-Chapel Hill, NC",45,133,1887,NA,1887
"37137",37137,"G3701370",426,634,13144,27076,27967,27594,27476,27031,28029,35100,"New Bern, NC",100,67,NA,1880,1880
"37139",37139,"G3701390",425,629,40661,32446,33023,33745,34318,34924,35872,21020,"Elizabeth City, NC",309,173,NA,1925,1925
"37141",37141,"G3701410",422,631,52217,29604,30771,30770,31097,32345,32305,48900,"Wilmington, NC",146,115,1920,NA,1920
"37143",37143,"G3701430",425,629,13453,27150,27259,27994,30469,31220,32142,21020,"Elizabeth City, NC",309,173,NA,1925,1925
"37145",37145,"G3701450",427,635,39464,32902,32994,34752,36196,36738,36904,20500,"Durham-Chapel Hill, NC",109,133,1887,NA,1887
"37147",37147,"G3701470",429,637,168148,36977,38032,39345,39620,40503,41921,24780,"Greenville, NC",100,67,1929,NA,1929
"37149",37149,"G3701490",431,639,20510,29319,29781,29192,28146,29104,29606,NA,NA,50,68,NA,NA,NA
"37151",37151,"G3701510",428,636,141752,30834,31352,32455,33042,33181,34245,24660,"Greensboro-High Point, NC",78,66,1896,NA,1896
"37153",37153,"G3701530",417,626,46639,30427,29596,30657,31200,32061,32963,40460,"Rockingham, NC",291,133,NA,1932,1932
"37155",37155,"G3701550",421,630,134168,28790,29352,30278,30965,30877,31611,31300,"Lumberton, NC",230,133,NA,1933,1933
"37157",37157,"G3701570",428,636,93643,32558,32192,34004,33805,34468,34788,24660,"Greensboro-High Point, NC",200,66,1896,NA,1896
"37159",37159,"G3701590",424,633,138428,37332,37700,38021,38418,39753,40882,16740,"Charlotte-Concord-Gastonia, NC-SC",208,31,NA,1935,1935
"37161",37161,"G3701610",431,639,67810,29580,30095,31582,30771,31272,32174,22580,"Forest City, NC",233,31,NA,1936,1936
"37163",37163,"G3701630",429,637,63431,30635,31054,31574,32449,32702,34584,NA,NA,131,133,NA,NA,NA
"37165",37165,"G3701650",421,630,36157,31163,31938,32299,32632,34206,35107,29900,"Laurinburg, NC",230,133,NA,1938,1938
"37167",37167,"G3701670",424,633,60585,30462,30859,31546,31660,31895,32537,10620,"Albemarle, NC",239,31,NA,1939,1939
"37169",37169,"G3701690",428,636,47401,28438,28729,28860,29080,29383,29964,49180,"Winston-Salem, NC",151,66,1889,NA,1889
"37171",37171,"G3701710",428,636,73673,30003,30839,30966,31288,32214,32800,34340,"Mount Airy, NC",304,66,NA,1941,1941
"37173",37173,"G3701730",131,608,13981,30154,30215,30829,31309,32833,33704,NA,NA,115,10,NA,NA,NA
"37175",37175,"G3701750",423,632,33090,29339,29779,30670,30950,31222,32146,14820,"Brevard, NC",115,10,NA,1943,1943
"37177",37177,"G3701770",419,628,4407,26302,26113,25814,27350,27126,29405,28620,"Kill Devil Hills, NC",100,173,NA,NA,NA
"37179",37179,"G3701790",424,633,201292,35170,35865,36830,38061,39576,40767,16740,"Charlotte-Concord-Gastonia, NC-SC",43,31,1915,NA,1915
"37181",37181,"G3701810",427,635,45422,30765,31811,31707,31847,32052,32969,25780,"Henderson, NC",109,133,NA,1946,1946
"37183",37183,"G3701830",427,635,900993,46776,47272,48251,49862,50785,52759,39580,"Raleigh, NC",45,133,1947,NA,1947
"37185",37185,"G3701850",427,635,20972,30398,30089,30589,29862,31886,29933,NA,NA,109,133,NA,NA,NA
"37187",37187,"G3701870",419,628,13228,34560,28196,29232,37740,38146,39082,NA,NA,100,67,NA,NA,NA
"37189",37189,"G3701890",418,627,51079,31580,32055,32598,32668,32930,34099,14380,"Boone, NC",266,10,NA,1950,1950
"37191",37191,"G3701910",429,637,122623,31748,32952,33840,33836,33987,35078,24140,"Goldsboro, NC",169,133,1951,NA,1951
"37193",37193,"G3701930",416,625,69340,30816,31146,31831,31777,32774,34010,35900,"North Wilkesboro, NC",304,66,NA,1952,1952
"37195",37195,"G3701950",430,638,81234,37710,38040,38974,40045,41190,40502,48980,"Wilson, NC",109,133,NA,1953,1953
"37197",37197,"G3701970",428,636,38406,29487,28719,28771,29961,31269,32010,49180,"Winston-Salem, NC",234,66,1889,NA,1889
"37199",37199,"G3701990",418,627,17818,27514,28380,28316,28068,28528,29207,NA,NA,349,10,NA,NA,NA
"38001",38001,"G3800010",432,313,2343,30589,32659,35152,36296,37051,38909,NA,NA,276,1,NA,NA,NA
"38003",38003,"G3800030",433,91,11066,30661,31891,33739,35413,36477,37842,NA,NA,387,55,NA,NA,NA
"38005",38005,"G3800050",434,92,6660,31545,34764,35213,36426,37483,36889,NA,NA,318,63,NA,NA,NA
"38007",38007,"G3800070",435,93,783,40722,38898,41612,41420,43316,39694,NA,NA,351,20,NA,2000,2000
"38009",38009,"G3800090",436,94,6429,33186,38966,40536,40915,43076,42256,NA,NA,322,110,NA,NA,NA
"38011",38011,"G3800110",357,90,3151,33870,37333,40764,44442,44367,44786,NA,NA,351,20,NA,NA,NA
"38013",38013,"G3800130",365,79,1968,38404,48610,53284,52388,55690,53243,NA,NA,322,110,NA,NA,NA
"38015",38015,"G3800150",437,95,81308,38450,40336,42788,44635,47601,49171,13900,"Bismarck, ND",325,20,1963,NA,1963
"38017",38017,"G3800170",302,270,149778,39529,41456,43266,44244,45980,47668,22020,"Fargo, ND-MN",261,55,1964,NA,1964
"38019",38019,"G3800190",312,97,3993,33849,36749,37738,37880,40006,41352,NA,NA,318,63,NA,NA,NA
"38021",38021,"G3800210",438,96,5289,29514,30730,32323,33414,34134,34631,NA,NA,387,55,NA,NA,NA
"38023",38023,"G3800230",365,79,2071,31288,39713,48936,51621,53908,56747,NA,NA,322,110,NA,NA,NA
"38025",38025,"G3800250",435,93,3536,44892,57456,69530,70946,73316,69997,NA,NA,351,20,NA,NA,NA
"38027",38027,"G3800270",439,98,2385,26021,27598,27434,30529,30971,33111,NA,NA,318,63,NA,NA,NA
"38029",38029,"G3800290",440,95,3550,29183,28580,30636,31640,32960,33721,NA,NA,351,20,NA,NA,NA
"38031",38031,"G3800310",439,98,3343,35955,35793,38006,38969,40972,41859,NA,NA,395,55,NA,NA,NA
"38033",38033,"G3800330",355,72,1680,27153,30260,34537,36439,40561,37758,NA,NA,351,18,NA,NA,NA
"38035",38035,"G3800350",317,282,66861,35468,36709,37965,39100,40854,43059,24220,"Grand Forks, ND-MN",336,63,1973,NA,1973
"38037",38037,"G3800370",437,95,2394,26547,27707,29876,30672,32897,33406,NA,NA,351,20,NA,NA,NA
"38039",38039,"G3800390",433,91,2420,27910,29055,30061,32630,33875,34784,NA,NA,387,55,NA,NA,NA
"38041",38041,"G3800410",435,93,2477,30587,31524,35360,35323,37836,39861,NA,NA,351,20,NA,NA,NA
"38043",38043,"G3800430",438,317,2435,28545,29534,33237,33630,35987,36606,NA,NA,351,20,NA,NA,NA
"38045",38045,"G3800450",438,317,4139,33446,33595,35368,36684,37303,38295,NA,NA,387,55,NA,NA,NA
"38047",38047,"G3800470",438,99,1990,24261,24625,26631,27844,29748,30136,NA,NA,351,20,NA,NA,NA
"38049",38049,"G3800490",436,94,5395,31297,33059,36811,38030,40195,41658,33500,"Minot, ND",322,110,NA,2006,2006
"38051",38051,"G3800510",438,99,2809,26110,27939,29701,29684,30954,32700,NA,NA,351,20,NA,NA,NA
"38053",38053,"G3800530",365,79,6360,51492,64860,68819,72165,77880,76551,NA,NA,322,110,NA,NA,NA
"38055",38055,"G3800550",437,95,8962,41542,43142,44748,48144,50069,51198,NA,NA,351,20,NA,NA,NA
"38057",38057,"G3800570",437,95,8424,52196,54834,56723,60337,62744,67111,NA,NA,351,20,NA,NA,NA
"38059",38059,"G3800590",437,95,27471,34693,36448,40247,41578,43741,44557,13900,"Bismarck, ND",325,20,1963,NA,1963
"38061",38061,"G3800610",365,79,7673,47573,54883,60264,64891,71514,69794,NA,NA,322,110,NA,NA,NA
"38063",38063,"G3800630",434,315,3126,26148,27158,28853,31119,32019,32538,NA,NA,318,63,NA,NA,NA
"38065",38065,"G3800650",437,95,1846,61403,59832,60778,67835,72165,76704,13900,"Bismarck, ND",351,20,NA,NA,NA
"38067",38067,"G3800670",312,278,7413,37612,38066,39066,40136,42042,44084,NA,NA,318,63,NA,NA,NA
"38069",38069,"G3800690",441,92,4357,28196,31091,33966,35609,36587,38715,NA,NA,395,110,NA,NA,NA
"38071",38071,"G3800710",434,92,11451,31297,32996,34197,35651,37026,38235,NA,NA,318,63,NA,NA,NA
"38073",38073,"G3800730",302,96,5457,28707,30231,31514,32506,34102,35586,NA,NA,387,55,NA,NA,NA
"38075",38075,"G3800750",436,94,2470,36311,38931,43269,46728,50473,44449,33500,"Minot, ND",322,110,NA,2006,2006
"38077",38077,"G3800770",302,270,16321,33217,35135,36265,37906,38406,39718,47420,"Wahpeton, ND-MN",387,55,NA,1994,1994
"38079",38079,"G3800790",441,92,13937,31783,33129,33119,33602,35285,37259,NA,NA,318,110,NA,NA,NA
"38081",38081,"G3800810",302,96,3829,38564,37318,38523,40066,40912,42477,NA,NA,387,55,NA,NA,NA
"38083",38083,"G3800830",439,98,1321,23994,24554,25583,26576,25387,25826,NA,NA,395,55,NA,NA,NA
"38085",38085,"G3800850",437,316,4153,35955,36108,37455,37789,39015,39921,13900,"Bismarck, ND",351,1,NA,NA,NA
"38087",38087,"G3800870",357,90,727,57703,65970,76923,72759,72931,56685,NA,NA,351,20,NA,NA,NA
"38089",38089,"G3800890",435,93,24199,42570,48772,57371,61555,67660,62764,19860,"Dickinson, ND",351,20,NA,2000,2000
"38091",38091,"G3800910",433,314,1975,34132,34318,38192,40306,42660,44375,NA,NA,318,63,NA,NA,NA
"38093",38093,"G3800930",438,317,21100,34060,34918,36171,37314,39213,41002,27420,"Jamestown, ND",395,55,NA,2002,2002
"38095",38095,"G3800950",441,92,2246,28738,29711,31244,32773,32840,33844,NA,NA,318,110,NA,NA,NA
"38097",38097,"G3800970",433,314,8121,33373,35338,36979,37464,38805,40025,NA,NA,318,63,NA,NA,NA
"38099",38099,"G3800990",312,97,11119,30326,31622,33567,35064,35968,37361,NA,NA,318,63,NA,NA,NA
"38101",38101,"G3801010",436,94,61675,34346,39202,44668,46040,47836,48284,33500,"Minot, ND",322,110,NA,2006,2006
"38103",38103,"G3801030",439,98,4207,26849,28582,29543,29667,31441,33067,NA,NA,395,55,NA,NA,NA
"38105",38105,"G3801050",365,79,22398,56857,70027,78363,78391,82813,77653,48780,"Williston, ND",322,110,NA,2008,2008
"39001",39001,"G3900010",188,464,28550,29980,32110,32433,34108,34629,35745,NA,NA,25,33,NA,NA,NA
"39003",39003,"G3900030",442,509,106331,37014,38160,39002,39309,40528,41169,30620,"Lima, OH",226,44,2010,NA,2010
"39005",39005,"G3900050",443,510,53139,32795,33693,34234,34486,35394,36933,11740,"Ashland, OH",123,35,NA,2011,2011
"39007",39007,"G3900070",444,511,101497,32376,32784,33129,33392,34813,35461,11780,"Ashtabula, OH",14,35,NA,2012,2012
"39009",39009,"G3900090",445,512,64757,36316,36760,37007,37762,38824,39635,11900,"Athens, OH",106,40,NA,2013,2013
"39011",39011,"G3900110",442,509,45949,34411,35469,37091,38054,39058,41002,47540,"Wapakoneta, OH",226,44,NA,2014,2014
"39013",39013,"G3900130",446,513,70400,31699,32687,34015,35975,38531,39391,48540,"Wheeling, WV-OH",197,129,2015,NA,2015
"39015",39015,"G3900150",188,464,44846,32569,32761,32709,33450,34265,34308,17140,"Cincinnati, OH-KY-IN",25,33,2039,NA,2039
"39017",39017,"G3900170",188,464,368130,41215,41583,42441,42825,44097,46219,17140,"Cincinnati, OH-KY-IN",25,33,2039,NA,2039
"39019",39019,"G3900190",447,514,28836,28726,29251,31967,37180,36509,35612,15940,"Canton-Massillon, OH",14,35,2084,NA,2084
"39021",39021,"G3900210",448,515,40097,34514,35635,37002,38398,38978,39105,46500,"Urbana, OH",62,44,NA,2019,2019
"39023",39023,"G3900230",448,515,138333,33818,34542,35333,35428,35868,36989,44220,"Springfield, OH",62,44,2020,NA,2020
"39025",39025,"G3900250",188,464,197363,37495,38321,39392,39359,41157,42381,17140,"Cincinnati, OH-KY-IN",25,33,2039,NA,2039
"39027",39027,"G3900270",449,516,42040,38616,37631,39159,38828,39631,41797,48940,"Wilmington, OH",25,33,NA,2022,2022
"39029",39029,"G3900290",450,517,107841,30905,31828,32464,33127,34422,35248,41400,"Salem, OH",14,35,NA,2023,2023
"39031",39031,"G3900310",447,514,36901,33789,33988,34722,36923,38033,44603,18740,"Coshocton, OH",134,40,NA,2024,2024
"39033",39033,"G3900330",443,510,43784,31592,32756,34898,33671,34792,36103,15340,"Bucyrus, OH",123,35,NA,2025,2025
"39035",39035,"G3900350",444,511,1280122,47308,48745,50421,50851,52351,53547,17460,"Cleveland-Elyria, OH",14,35,2026,NA,2026
"39037",39037,"G3900370",448,515,52959,32414,33512,34749,34657,35544,36850,24820,"Greenville, OH",333,44,NA,2027,2027
"39039",39039,"G3900390",299,495,39037,36232,37381,39121,40065,41899,41810,19580,"Defiance, OH",61,166,NA,2028,2028
"39041",39041,"G3900410",451,518,174214,46433,47575,48971,49804,50898,51774,18140,"Columbus, OH",37,40,2033,NA,2033
"39043",39043,"G3900430",452,519,77079,34132,34439,35041,34392,35084,35977,41780,"Sandusky, OH",14,35,2030,NA,2030
"39045",39045,"G3900450",451,518,146156,32504,33182,33665,33820,34617,35355,18140,"Columbus, OH",37,40,2033,NA,2033
"39047",39047,"G3900470",449,516,29030,29332,30196,31101,31003,32110,32377,47920,"Washington Court House, OH",106,40,NA,2032,2032
"39049",39049,"G3900490",451,518,1163414,46293,47540,49278,49555,50906,52822,18140,"Columbus, OH",37,40,2033,NA,2033
"39051",39051,"G3900510",299,495,42698,34003,35251,35152,35780,36835,38180,45780,"Toledo, OH",61,166,2056,NA,2056
"39053",39053,"G3900530",445,512,30934,35543,35695,38678,37388,35979,35561,38580,"Point Pleasant, WV-OH",52,40,NA,2035,2035
"39055",39055,"G3900550",444,511,93389,36696,37731,38109,38073,39480,40229,17460,"Cleveland-Elyria, OH",14,35,2026,NA,2026
"39057",39057,"G3900570",448,515,161573,48049,49112,49437,48874,50501,51411,19380,"Dayton, OH",62,44,2065,NA,2065
"39059",39059,"G3900590",453,520,40087,32652,33633,35122,36063,37865,39164,15740,"Cambridge, OH",106,40,NA,2038,2038
"39061",39061,"G3900610",188,464,802374,50490,51948,54300,54545,56357,56496,17140,"Cincinnati, OH-KY-IN",25,33,2039,NA,2039
"39063",39063,"G3900630",454,521,74782,39775,41348,41938,44362,45330,46319,22300,"Findlay, OH",61,166,NA,2040,2040
"39065",39065,"G3900650",454,521,32058,32281,32969,33833,34271,34491,34527,NA,NA,61,40,NA,NA,NA
"39067",39067,"G3900670",447,514,15864,30856,31170,34020,39101,40461,40212,NA,NA,123,35,NA,NA,NA
"39069",39069,"G3900690",299,495,28215,34724,34800,35906,36487,37400,38637,NA,NA,61,166,2056,NA,2056
"39071",39071,"G3900710",449,516,43589,30597,30610,31118,31812,31960,31643,NA,NA,25,33,NA,NA,NA
"39073",39073,"G3900730",451,518,29380,29948,30285,30989,30928,31220,31883,18140,"Columbus, OH",106,40,2033,NA,2033
"39075",39075,"G3900750",447,514,42366,29349,29978,31017,31841,33776,35423,NA,NA,123,35,NA,NA,NA
"39077",39077,"G3900770",452,519,59626,35041,35629,36509,37140,37957,39188,35940,"Norwalk, OH",14,35,NA,2047,2047
"39079",39079,"G3900790",455,522,33225,30839,31415,32002,32338,34563,34374,27160,"Jackson, OH",106,40,NA,NA,NA
"39081",39081,"G3900810",456,523,69709,34427,35450,35707,35885,37258,37680,48260,"Weirton-Steubenville, WV-OH",197,129,2049,NA,2049
"39083",39083,"G3900830",451,518,60921,35946,37785,39280,39991,40399,40527,34540,"Mount Vernon, OH",134,40,NA,2050,2050
"39085",39085,"G3900850",444,511,230041,38859,41813,41015,40996,42245,43109,17460,"Cleveland-Elyria, OH",14,35,2026,NA,2026
"39087",39087,"G3900870",241,465,62450,28762,29317,30097,30595,32508,33762,26580,"Huntington-Ashland, WV-KY-OH",52,29,2965,NA,2965
"39089",39089,"G3900890",451,518,166492,35440,36182,36702,37406,38551,39885,18140,"Columbus, OH",134,40,2033,NA,2033
"39091",39091,"G3900910",454,521,45858,39651,39773,41455,41340,41814,43186,13340,"Bellefontaine, OH",134,40,NA,2054,2054
"39093",39093,"G3900930",444,511,301356,37665,39649,40494,40469,41164,41398,17460,"Cleveland-Elyria, OH",14,35,2026,NA,2026
"39095",39095,"G3900950",299,495,441815,40391,41601,42909,42914,44298,45429,45780,"Toledo, OH",61,166,2056,NA,2056
"39097",39097,"G3900970",451,518,43435,36487,37391,38504,39303,40199,42059,18140,"Columbus, OH",37,40,2033,NA,2033
"39099",39099,"G3900990",450,517,238823,33656,34522,35178,35213,35976,37007,49660,"Youngstown-Warren-Boardman, OH-PA",14,35,2058,NA,2058
"39101",39101,"G3901010",443,510,66501,35926,36404,37141,37512,37881,38454,32020,"Marion, OH",134,40,NA,2059,2059
"39103",39103,"G3901030",444,511,172332,35822,36648,37382,38009,39223,40270,17460,"Cleveland-Elyria, OH",14,35,2026,NA,2026
"39105",39105,"G3901050",445,512,23770,28658,28601,28313,27580,29398,29623,NA,NA,52,40,NA,NA,NA
"39107",39107,"G3901070",442,509,40814,32458,33014,34565,34883,36534,37724,16380,"Celina, OH",226,44,NA,2062,2062
"39109",39109,"G3901090",448,515,102506,35460,36679,38077,37266,38132,39209,19380,"Dayton, OH",62,44,2065,NA,2065
"39111",39111,"G3901110",446,513,14642,33493,37591,36814,33949,34903,32902,NA,NA,197,129,NA,NA,NA
"39113",39113,"G3901130",448,515,535153,41190,41881,42649,42937,43709,44899,19380,"Dayton, OH",62,44,2065,NA,2065
"39115",39115,"G3901150",451,518,15054,29556,30560,30390,30604,32126,33748,NA,NA,106,40,NA,NA,NA
"39117",39117,"G3901170",443,510,34827,30646,31541,32960,33480,34097,37927,18140,"Columbus, OH",134,40,2033,NA,2033
"39119",39119,"G3901190",451,518,86074,32962,34185,34320,34584,36211,37897,49780,"Zanesville, OH",106,40,NA,2068,2068
"39121",39121,"G3901210",453,520,14645,29268,31177,32338,42467,36826,37732,NA,NA,106,40,NA,NA,NA
"39123",39123,"G3901230",452,519,41428,36682,37100,37574,37923,39231,39715,38840,"Port Clinton, OH",61,166,2056,NA,2056
"39125",39125,"G3901250",299,495,19614,30475,32263,32176,31809,33374,34687,NA,NA,61,166,NA,NA,NA
"39127",39127,"G3901270",451,518,36058,32098,32561,33747,33755,33988,32415,18140,"Columbus, OH",106,40,2033,NA,2033
"39129",39129,"G3901290",451,518,55698,37386,39513,38915,38819,39925,40686,18140,"Columbus, OH",37,40,2033,NA,2033
"39131",39131,"G3901310",455,522,28709,41442,42851,42835,46125,46748,46681,NA,NA,106,40,NA,NA,NA
"39133",39133,"G3901330",444,511,161419,37388,38392,39654,40140,40821,42355,10420,"Akron, OH",14,35,2085,NA,2085
"39135",39135,"G3901350",448,515,42270,32510,32312,32941,32942,35043,34533,NA,NA,62,44,2065,NA,2065
"39137",39137,"G3901370",442,509,34499,29927,30773,33233,34193,35054,36670,NA,NA,226,44,NA,NA,NA
"39139",39139,"G3901390",443,510,124475,33103,33085,34136,34410,35422,36031,31900,"Mansfield, OH",123,35,2078,NA,2078
"39141",39141,"G3901410",455,522,78064,39115,40047,40305,41017,41639,42531,17060,"Chillicothe, OH",106,40,NA,2079,2079
"39143",39143,"G3901430",452,519,60944,33902,34152,35031,36872,37691,38277,23380,"Fremont, OH",61,166,NA,2080,2080
"39145",39145,"G3901450",455,522,79499,32974,33218,33775,34073,34574,35745,39020,"Portsmouth, OH",106,40,NA,2081,2081
"39147",39147,"G3901470",454,521,56745,31808,32140,33063,33209,34047,34551,45660,"Tiffin, OH",61,166,NA,2082,2082
"39149",39149,"G3901490",448,515,49423,41653,42083,43225,44017,46258,47502,43380,"Sidney, OH",333,44,NA,2083,2083
"39151",39151,"G3901510",447,514,375586,35434,36925,37484,37995,39098,39514,15940,"Canton-Massillon, OH",14,35,2084,NA,2084
"39153",39153,"G3901530",444,511,541781,42202,43069,44282,44418,45717,47057,10420,"Akron, OH",14,35,2085,NA,2085
"39155",39155,"G3901550",450,517,210312,36475,38505,38220,37621,38668,39969,49660,"Youngstown-Warren-Boardman, OH-PA",14,35,2058,NA,2058
"39157",39157,"G3901570",447,514,92582,30951,31834,32580,33402,35517,36916,35420,"New Philadelphia-Dover, OH",123,35,NA,2087,2087
"39159",39159,"G3901590",451,518,52300,52935,53537,52627,53940,54967,55695,18140,"Columbus, OH",134,40,2033,NA,2033
"39161",39161,"G3901610",442,509,28744,32807,34025,33912,34614,35235,35238,46780,"Van Wert, OH",226,44,NA,2089,2089
"39163",39163,"G3901630",455,522,13435,31324,33396,38698,30856,31927,33243,NA,NA,106,40,NA,NA,NA
"39165",39165,"G3901650",188,464,212693,39758,40732,42164,42280,43928,45720,17140,"Cincinnati, OH-KY-IN",25,33,2039,NA,2039
"39167",39167,"G3901670",457,524,61778,35692,37086,39060,39641,42271,43236,31930,"Marietta, OH",52,29,3013,NA,3013
"39169",39169,"G3901690",447,514,114520,36181,37305,37819,38933,40267,41226,49300,"Wooster, OH",123,35,NA,2093,2093
"39171",39171,"G3901710",299,495,37642,34010,34912,35330,35761,36440,37587,NA,NA,61,166,NA,NA,NA
"39173",39173,"G3901730",299,495,125488,39085,39504,39034,40482,42362,42651,45780,"Toledo, OH",61,166,2056,NA,2056
"39175",39175,"G3901750",454,521,22615,33339,34020,36243,35955,37262,39275,NA,NA,61,166,NA,NA,NA
"40001",40001,"G4000010",458,135,22683,27672,28276,28972,29996,30929,31998,NA,NA,111,57,NA,NA,NA
"40003",40003,"G4000030",459,183,5642,27964,31790,40222,41644,43345,42386,NA,NA,302,119,NA,NA,NA
"40005",40005,"G4000050",460,184,14182,27677,28386,29233,29501,30613,29884,NA,NA,211,42,NA,NA,NA
"40007",40007,"G4000070",228,163,5636,32701,35240,38038,39164,39385,39230,NA,NA,280,119,NA,NA,NA
"40009",40009,"G4000090",461,185,22119,38457,41262,45528,46777,47002,44778,21120,"Elk City, OK",305,119,NA,2101,2101
"4001",4001,"G0400010",31,15,71518,36533,38657,38895,39291,39856,40569,NA,NA,285,128,NA,NA,NA
"40011",40011,"G4000110",459,183,11943,29901,31159,32073,32717,37225,37481,NA,NA,302,119,NA,NA,NA
"40013",40013,"G4000130",460,184,42416,30485,30687,31719,33599,34083,35612,20460,"Durant, OK",181,42,NA,2103,2103
"40015",40015,"G4000150",462,186,29600,31684,32682,34340,33967,36191,36716,NA,NA,302,119,NA,NA,NA
"40017",40017,"G4000170",462,186,115541,34617,37128,39792,38413,40455,39960,36420,"Oklahoma City, OK",39,119,2151,NA,2151
"40019",40019,"G4000190",463,320,47557,36406,37206,38370,39115,40046,40617,11620,"Ardmore, OK",211,119,NA,2106,2106
"40021",40021,"G4000210",458,135,46987,29898,29959,30891,32148,32703,33220,45140,"Tahlequah, OK",63,170,NA,2107,2107
"40023",40023,"G4000230",464,188,15205,27118,27947,28788,28720,29558,30620,NA,NA,181,42,NA,NA,NA
"40025",40025,"G4000250",228,163,2475,24794,24760,26063,25633,28062,30682,NA,NA,280,119,NA,NA,NA
"40027",40027,"G4000270",462,186,255755,33703,33774,35220,36371,37451,38190,36420,"Oklahoma City, OK",39,119,2151,NA,2151
"40029",40029,"G4000290",460,321,5925,27155,30297,32065,30511,32260,30545,NA,NA,211,119,NA,NA,NA
"4003",4003,"G0400030",32,16,131346,41127,42101,42262,41544,41882,42690,43420,"Sierra Vista-Douglas, AZ",53,169,NA,69,69
"40031",40031,"G4000310",465,189,124098,34305,35213,35405,35521,36280,37228,30020,"Lawton, OK",39,119,2112,NA,2112
"40033",40033,"G4000330",465,189,6193,29729,30872,30349,31152,30740,35419,30020,"Lawton, OK",211,119,NA,NA,NA
"40035",40035,"G4000350",466,190,15029,29790,30189,31694,31756,32964,33488,NA,NA,278,170,NA,NA,NA
"40037",40037,"G4000370",466,322,69967,34847,36041,37170,38664,39637,39677,46140,"Tulsa, OK",63,170,2168,NA,2168
"40039",40039,"G4000390",461,185,27469,32987,37545,40598,40029,40787,40079,48220,"Weatherford, OK",305,119,NA,2116,2116
"40041",40041,"G4000410",41,236,41487,27368,27646,28564,28784,28771,30590,NA,NA,111,57,NA,NA,NA
"40043",40043,"G4000430",467,191,4810,30505,34820,37562,45828,42609,40200,NA,NA,305,119,NA,NA,NA
"40045",40045,"G4000450",467,191,4151,32145,35631,38388,40765,40886,36958,NA,NA,305,119,NA,NA,NA
"40047",40047,"G4000470",459,183,60580,34561,35910,39570,41936,44699,44901,21420,"Enid, OK",302,119,NA,2120,2120
"40049",40049,"G4000490",468,192,27576,34629,36266,39496,40678,43981,41987,NA,NA,211,119,NA,NA,NA
"4005",4005,"G0400050",33,17,134421,36496,37227,37829,38567,39596,40779,22380,"Flagstaff, AZ",180,58,70,NA,70
"40051",40051,"G4000510",462,186,52431,31878,33420,34995,35216,36788,36584,36420,"Oklahoma City, OK",39,119,2151,NA,2151
"40053",40053,"G4000530",459,183,4527,34765,38184,41045,43907,46502,49425,NA,NA,302,119,NA,NA,NA
"40055",40055,"G4000550",469,185,6239,30071,30195,31159,30962,30534,29977,NA,NA,305,119,NA,NA,NA
"40057",40057,"G4000570",469,185,2922,28217,30280,31649,32296,31289,31876,NA,NA,305,119,NA,NA,NA
"40059",40059,"G4000590",467,191,3685,31992,30987,32477,33199,34641,33795,NA,NA,305,119,NA,NA,NA
"40061",40061,"G4000610",470,193,12769,24824,25791,26750,27525,27571,27785,NA,NA,171,170,NA,NA,NA
"40063",40063,"G4000630",471,321,14003,26195,27896,29068,30486,31789,30764,NA,NA,211,119,NA,NA,NA
"40065",40065,"G4000650",469,185,26446,32173,32223,33047,33504,34832,35537,11060,"Altus, OK",305,119,NA,2129,2129
"40067",40067,"G4000670",465,189,6472,27295,28997,29831,30185,33777,32898,NA,NA,211,119,NA,NA,NA
"40069",40069,"G4000690",460,320,10957,29599,31458,31804,32469,33461,33402,NA,NA,211,119,NA,NA,NA
"4007",4007,"G0400070",34,18,53597,36060,37991,38125,38031,39119,39568,37740,"Payson, AZ",126,128,NA,71,71
"40071",40071,"G4000710",472,195,46562,35195,35810,37405,38250,39336,39553,38620,"Ponca City, OK",295,179,NA,2132,2132
"40073",40073,"G4000730",462,186,15034,36116,38184,41336,42260,46134,43079,NA,NA,302,119,NA,NA,NA
"40075",40075,"G4000750",469,185,9446,29037,30737,31271,32479,32912,31920,NA,NA,305,119,NA,NA,NA
